value_sequence,finalLabel
0.003967 0.04776 0.061798 0.063019 0.068665 0.06958 0.068665 0.065613 0.06546 0.064087 0.059357 0.062561 0.059052 0.05249 0.058899 0.063934 0.075989 0.079193 0.074005 0.058441 0.042572 0.034637 0.043945 0.04364 0.057678 0.074768 0.087738 0.083923 0.088806 0.075684 0.065918 0.059509 0.045776 0.044708 0.04303 0.049133 0.04837 0.053864 0.052948 0.053711 0.059052 0.057983 0.057678 0.054016 0.06012 0.054474 0.055389 0.061951 0.061646 0.062408 0.060883 0.063934 0.055237 0.059052 0.057526 0.058136 0.05722 0.054016 0.050964 0.052643 0.049591 0.056 0.061188 0.077515 0.09552 0.099945 0.083466 0.061035 0.034485,0
0.0,0
0.005646 0.042572 0.048981 0.05249 0.05127 0.04837 0.054169 0.054779 0.059967 0.061188 0.06546 0.066681 0.070038 0.069885 0.065308 0.059662 0.055389 0.055084 0.055695 0.058289 0.054169 0.063477 0.081482 0.088806 0.088806 0.075073 0.051727 0.028534 0.014801 0.016632 0.029144 0.039368 0.044403 0.046844 0.054779 0.059204 0.049286 0.055542 0.043945 0.049438 0.049744 0.057678 0.053101 0.063171 0.062103 0.059814 0.063171,0
0.008698 0.045319 0.056915 0.053253 0.060425 0.059814 0.067902 0.058289 0.046234 0.044098 0.03952 0.041809 0.043488 0.044708 0.059967 0.067444 0.072632 0.080109 0.075989 0.05722 0.049133 0.041809 0.04303,0
0.042267 0.054321 0.089874 0.181732 0.340118 0.471802 0.482788 0.382538 0.177917 -0.067902 -0.280762 -0.410004 -0.41687 -0.293579 -0.124664 -0.02182,1
0.028381 0.042877 0.053864 0.054626 0.050659 0.062103 0.070953 0.069733 0.064087 0.057068 0.038452 0.038605 0.038147 0.037231 0.043182 0.053864 0.053711,0
0.052338 0.059357 0.071716 0.141754 0.2771 0.464325 0.491791 0.406342 0.28183 0.126495 -0.054474 -0.219727 -0.345612 -0.442352 -0.39444 -0.223083 -0.075378,1
0.009766 0.040588 0.045319 0.050507 0.052185 0.052338 0.050354 0.048828 0.046997 0.041504 0.046082 0.045929 0.046082 0.046539 0.046844 0.046692 0.052795 0.057983 0.056305 0.050354 0.053406 0.049744 0.046234 0.046692 0.04776 0.04837 0.045929 0.052032 0.044708,0
0.0,0
1e-05 0.015564 0.0383 0.03952 0.042267 0.043793 0.051117 0.061798 0.128479 0.350037 0.800476 1.255035 1.497498 1.639404 1.426697 0.874329 0.103607 -0.686035 -1.171112 -1.668396 -1.593933 -1.285553 -0.920868 -0.510559 -0.194092 -0.032196,1
0.037537 0.045319 0.058441 0.061951 0.056915 0.056458 0.062714 0.067444 0.080109 0.127106 0.166321 0.177002 0.186768 0.172424 0.139923 0.090179 0.024872 -0.02655 -0.074615 -0.077209,0
0.011444 0.171051 0.463257 0.873108 1.242981 1.422729 1.352386 0.941162 0.251007 -0.579681 -1.172791 -1.615906 -1.502991 -1.203766 -0.657654 -0.271301 -0.051575,1
0.035095 0.062714 0.070801 0.076904 0.064545 0.045471 0.037231 0.044708 0.040588 0.033264 0.053711 0.075378 0.095215 0.103455 0.101929,0
0.089264 0.091095 0.130768 0.286407 0.623779 1.015167 1.22345 1.135254 0.675659 -0.007935 -0.709534 -1.14624 -1.190796 -0.977478 -0.5159 -0.140686,1
0.042572 0.06546 0.023651 -0.032806 -0.066223 -0.045624 -0.013275 0.022888 0.047607 0.052948 0.045624 0.04776 0.050964 0.053711 0.05188 0.053864 0.055237 0.06134 0.063934 0.063782 0.065613 0.066528 0.066833 0.079346 0.105286 0.126648 0.142212 0.118408 0.066681 0.011444 -0.020905 -0.028229 -0.026703 0.009308 0.030518 0.041504 0.048828 0.049591 0.055542 0.067139 0.083618 0.085602 0.078888 0.061798 0.041046 0.01709 0.012512 0.017242 0.034332 0.045929 0.055847 0.049286,0
0.05188 0.065613 0.055542 0.041809,0
0.027466 0.049286 0.046997 0.046692 0.044403 0.055237 0.050659 0.048828 0.053864 0.057373 0.064087 0.06424,0
0.587311 0.51712 0.37384 0.169678 -0.063477 -0.258789 -0.410309 -0.490723 -0.344696 -0.142365 -0.012817,0
0.058289 0.139008 0.432434 1.066589 1.90094 2.262726 2.311707 1.721191 0.281677 -1.123199 -2.155151 -2.265015 -2.103577 -1.452332 -0.68985 -0.187988,1
0.014496 0.085144 0.128632 0.196686 0.225372 0.229034 0.232086 0.192566 0.113373 0.030212 -0.048065 -0.066223 -0.062714 -0.07309 -0.024872 0.029907 0.064545 0.078278 0.083923 0.078888 0.085754 0.085754 0.08255 0.073547 0.079651 0.077667 0.076447 0.082245 0.081177 0.085907 0.087891 0.090485 0.088654 0.088959 0.082855 0.082855 0.079346 0.075226 0.076752 0.06958 0.074005 0.09201 0.096741 0.096893 0.092468 0.081329 0.069275 0.055389 0.04776 0.058899 0.059509 0.064545 0.068359 0.072479 0.082397 0.084534 0.081177 0.078278 0.070801 0.062256 0.057373 0.059967 0.066071 0.069427 0.062256 0.063477 0.067902 0.071716 0.06958 0.078735 0.092316 0.083771 0.089417 0.085449 0.072937 0.067902 0.059509 0.063782 0.072784 0.089874 0.108643 0.11795 0.110474 0.079193 0.044861 0.024719 0.028839 0.047455 0.081177 0.102234 0.114136 0.101624 0.082397 0.055084 0.035248 0.031128 0.033264 0.049896 0.062561 0.066681 0.059509 0.058594 0.060577 0.073395 0.110016 0.139923 0.16098 0.169373 0.164948 0.129395 0.088043 0.04364 0.00061 -0.015717 -0.018463 -0.001068 0.009918 0.0177 0.028839 0.0354 0.04364 0.049133 0.054016 0.054626 0.06012 0.057526 0.063477 0.062408 0.062408 0.06424 0.062866 0.060272 0.079041 0.099335 0.12558 0.128479 0.126953 0.110168,0
0.089874 0.126953 0.352631 0.872192 1.328735 1.448212 1.331787 0.733032 -0.097961 -0.891113 -1.306915 -1.238403 -0.832214 -0.144043 -1e-05,1
0.0,0
0.007782 0.038605 0.052032 0.062256 0.06012 0.061798 0.063477 0.065002 0.063782 0.067902 0.06485 0.069275 0.074768 0.081024 0.080719 0.080414 0.083313 0.074463 0.065308 0.05661 0.055847 0.054321,0
0.051575 0.056152 0.05661 0.090332 0.216675 0.490875 0.850372 1.083221 1.074066 0.802002 0.300751 -0.260773 -0.724487 -0.937347 -0.84198 -0.571136 -0.228119 -1e-05,1
0.0,0
0.0,0
0.021362 0.074463 0.076904 0.075989 0.067902 0.054169 0.039673 0.052338 0.082245 0.112915 0.137634 0.136566 0.08316 0.015106 -0.016632 -0.019073 -0.002899,0
0.045166 0.053253 0.057373 0.060425 0.066376 0.059662 0.071716 0.083771 0.117187 0.121002 0.13916 0.147705 0.137329 0.128479 0.10498 0.076141 0.052185 0.023804 -0.020752 -0.040588 -0.026093 -0.002441 0.023651 0.033722 0.049591 0.059204 0.061035 0.077209 0.076904 0.072784 0.069733 0.070801 0.060425 0.059052 0.061493,0
0.029907 0.059509 0.066681 0.063629 0.06012 0.057068,0
0.056152 0.065918 0.116272 0.299988 0.728149 1.231384 1.398773 1.472015 1.030273 0.091553 -0.892334 -1.357422 -1.397705 -1.343994 -0.883484 -0.352783 -0.06073,1
0.047455 0.069733 0.077515 0.081635 0.079346 0.085754 0.081787 0.074463 0.075684 0.078735 0.07019 0.0737,0
0.072937 0.084534 0.178375 0.433807 0.933533 1.260223 1.364746 1.303711 0.605164 -0.374298 -1.088562 -1.251221 -1.285706 -1.191254 -0.491638 -0.129395,1
0.036621 0.082245 0.091705 0.091705 0.085144 0.068817 0.06012,0
0.053406 0.057526 0.123138 0.396729 0.997467 1.504364 1.625977 1.428375 0.568542 -0.523376 -1.177826 -1.522217 -1.464844 -1.197815 -0.441284 -0.085144,1
0.047913 0.078278 0.089722 0.09201 0.088654 0.081787 0.076294 0.071411 0.065918 0.065918 0.066223 0.075684 0.089111 0.101471 0.105591 0.105896 0.098877 0.084381 0.074463,0
0.072632 0.093536 0.163879 0.374451 0.829468 1.332855 1.474915 1.39801 0.903015 0.088348 -0.712433 -1.179657 -1.357269 -1.246948 -0.997009 -0.48645 -0.127106,1
0.047455 0.103455 0.112152 0.103607 0.09079 0.070496 0.058899 0.058746 0.057983 0.072021 0.080566 0.075684 0.075836 0.069275 0.071869 0.079498 0.113525 0.222015 0.401917 0.494232 0.46051 0.341949 0.219879,0
0.036316 0.09552 0.084839 0.054016 0.020599 0.022278 0.036163 0.063629 0.079346 0.087433 0.083923 0.070801 0.064087 0.062408 0.062561 0.071564 0.072021 0.073547 0.069122 0.073853 0.071259 0.072784 0.079956 0.083618 0.085449 0.077057 0.073395 0.067596 0.065308 0.061646 0.061188 0.055542 0.055389 0.052643 0.056763 0.063477 0.071106 0.074463 0.078888 0.075531 0.07019 0.059662 0.063477 0.06134 0.067444 0.080566 0.086517 0.087433 0.091248 0.09491 0.081177 0.076599 0.066223 0.058594 0.04837 0.050812,0
0.013428 0.061035 0.078125 0.088196 0.082245 0.075226 0.090942 0.103455 0.104065,0
0.094452 0.111542 0.206299 0.622101 1.618042 2.722778 3.183136 2.645874 0.993652 -0.947876 -2.480927 -2.944489 -2.635193 -1.719666 -0.836029 -0.205994 -1e-05,1
0.0,0
0.002136 0.05188 0.06958 0.080566 0.076904 0.08316 0.084381 0.082703 0.076141 0.072937 0.066528 0.071716 0.071411 0.071259 0.075073 0.068665 0.067749 0.070038 0.063629 0.069885 0.066986 0.073242 0.078278 0.081177 0.087738 0.093079 0.089264 0.079956 0.069427 0.059967 0.058289 0.050964 0.051575 0.05249 0.061798 0.06897 0.065002 0.057678 0.052795 0.051422 0.059814 0.066528 0.068054 0.071259 0.079803 0.086212 0.075989 0.083008 0.088043 0.083313 0.079346 0.067139 0.058594 0.045929 0.040283,0
0.0,0
-0.047913 -0.145874 -0.180664 -0.147858 -0.066376,0
0.018311 0.087433 0.206146 0.476379 0.989532 1.3237 1.474762 1.5448 1.013641 0.134735 -0.715027 -1.062164 -1.183929 -1.287994 -0.974579 -0.678253 -0.492554 -0.332947 -0.16037 -0.022736,1
0.037079 0.066681 0.075836 0.077667 0.072479 0.079498 0.079956 0.081635 0.076752 0.084229 0.081787 0.084686 0.082855 0.08194 0.082092 0.080719 0.079803 0.079041 0.072632 0.067139 0.067596 0.075226 0.075531 0.078735 0.07843 0.07431 0.056305 0.052643 0.05127 0.04776 0.052643 0.061798 0.068665 0.071564 0.074921 0.076752 0.080719 0.08316 0.079803 0.086517 0.100708 0.093384 0.093536 0.080566 0.071869 0.084381 0.147552 0.28595 0.448456 0.50827,0
0.007477 0.080872 0.107422 0.115204 0.111389 0.095367 0.090485 0.07431 0.052643 0.045624 0.049133 0.065918 0.073547 0.075836 0.072479 0.061798 0.050507,0
0.032196 0.02655 0.028229 0.028534 0.037842 0.042725 0.056 0.06073 0.068359 0.071716 0.081024 0.080566 0.08255 0.078735 0.078583 0.082703 0.088501 0.096436 0.099792 0.105286 0.098724 0.083313 0.055389 0.041809 0.041656 0.045471 0.052948 0.068054 0.078735 0.081177 0.075073 0.077972 0.076904 0.072937,0
0.072784 0.088959 0.207672 0.552673 1.241302 1.738281 1.795959 1.687164 0.883331 -0.232086 -1.157837 -1.730652 -1.74408 -1.594391 -1.193848 -0.408783 -0.080566 -1e-05,1
0.0,0
0.0,0
1e-05 0.018768 0.243988 0.614319 1.19278 1.456451 1.469421 1.171265 0.392609 -0.524902 -1.170502 -1.412506 -1.351318 -1.19339 -0.491791 -0.135651,1
0.021973 0.080109 0.103607 0.116272 0.112457 0.0914 0.057068 0.0354 0.031738 0.024261 0.046539 0.057526 0.062866 0.069733 0.076904 0.078278 0.078125 0.073547 0.077209 0.071716 0.074921 0.069122 0.065155,0
0.037994 0.054626 0.062561 0.063782 0.071869 0.075684 0.076904,0
0.070953 0.111389 0.239868 0.527191 0.822449 1.021729 1.19812 1.097412 0.608521 -0.108032 -0.783539 -1.182861 -1.376801 -1.195984 -0.6073 -0.190277,1
0.001831 0.036163 0.033264 0.029755 0.0383 0.054779 0.075378 0.092163 0.095978 0.092926 0.089264 0.091095 0.091248 0.089417 0.084686 0.081482 0.077667 0.068512 0.071411 0.068817 0.068512 0.072632 0.081787 0.080414 0.083618 0.08255 0.083466 0.078888 0.075684 0.073853 0.078583 0.076904 0.084381 0.081787 0.077667 0.071259 0.067291 0.071106,0
0.0,0
1e-05 0.319977 0.732422 1.058197 1.302948 0.912933 0.127716 -0.675507 -1.004486 -1.166687 -1.190186 -0.841064 -0.503998 -0.225067 -0.053864 -1e-05,1
0.0,0
0.0,0
1e-05 0.325928 1.075134 1.378174 1.490021 0.999451 0.100861 -0.854034 -1.497803 -1.559143 -1.499176 -1.204071 -0.523071 -0.136871 -1e-05,1
0.0,0
0.0,0
0.027924 0.066833 0.074921 0.076141 0.078735 0.088043 0.092621 0.09613 0.103302 0.102844 0.097656 0.093384,0
0.061951 0.076141 0.077362 0.080414 0.08255 0.077057 0.080719,0
0.034485 0.066833 0.081177 0.074768 0.07843 0.084381 0.082092 0.080872 0.08316 0.095062 0.097351 0.090637 0.086975 0.076904 0.068207 0.060425 0.048523 0.03418,0
0.019531 0.030365 0.045319 0.054321 0.065002 0.102844 0.310822 0.825348 1.720428 2.115631 2.198944 1.843262 0.608368 -0.815277 -1.883698 -2.073364 -2.062073 -1.534882 -0.787506 -0.252686 -0.049133,1
0.003052 0.018005 0.035248 0.058594 0.085144 0.097351 0.097198 0.095673 0.092621 0.09079 0.089722 0.093842 0.079193 0.068512 0.059052 0.052795 0.041351 0.04776 0.043488 0.049133 0.058441 0.060272 0.073547 0.07019 0.083771 0.104523 0.110474 0.110626 0.104523 0.083923 0.068054 0.045929,0
0.007782 0.01236 0.027618 0.039978 0.064392 0.084991 0.105438 0.114136 0.10849 0.094452 0.077362 0.067139 0.072784 0.073547 0.074768 0.085754 0.067444 0.046387 0.035858 0.03006 0.042419 0.055389 0.061035 0.066681 0.061493 0.054626 0.059662 0.055389 0.059052 0.061035 0.066833 0.065613 0.07309 0.075378 0.072937 0.068207 0.074921 0.079498 0.088806 0.088043 0.077972 0.058441 0.040588 0.033264 0.033569 0.039215 0.055237 0.054932 0.057068 0.060425 0.059509 0.062103 0.063629 0.065308 0.069122 0.068512 0.073395 0.080261 0.097198 0.106049 0.115356 0.110474 0.106659 0.092163 0.081635 0.050964 0.020447 0.000916 -0.011597 -0.004272,0
0.0,0
1e-05 0.024567 0.709839 2.245483 4.373932 4.999847 4.999847 3.736572 0.364838 -3.190002 -5.0 -5.0 -4.952545 -3.081207 -1.392365 -0.411987 -0.050507,1
0.047913 0.079346 0.092926 0.112305 0.155792 0.175323 0.190582 0.177765 0.095367 0.019989 -0.003815 -0.010529 0.00061 0.050507 0.083466 0.097809 0.101013 0.088043 0.081482 0.080719 0.078583 0.071869 0.073547 0.078125 0.086212 0.092926 0.09201 0.093842 0.094147 0.093079 0.082092 0.077972 0.079803 0.079346 0.077209 0.072937 0.07843 0.079956 0.077667 0.091553 0.167999 0.293732 0.378723 0.381165 0.31311 0.167236 0.031433 -0.043793 -0.068512 -0.056915 -0.046082 -0.039978 -0.051575 -0.058899 -0.026245 0.015564 0.044403 0.066986 0.079956 0.090027 0.087738 0.080414,0
0.057068 0.076294 0.084991 0.083923 0.08255 0.076904 0.070801 0.067902 0.067596 0.072174 0.075836 0.074921 0.080566 0.082397 0.082703 0.085449,0
0.082703 0.092926 0.101471 0.111084 0.139923 0.296478 0.890045 2.159271 3.162842 3.607483 3.468933 1.657104 -0.798798 -2.831726 -3.356323 -3.259583 -2.350311 -1.232147 -0.355377 -0.040283,1
0.040894 0.062561 0.071564 0.068054 0.068207 0.066071 0.065613 0.061951 0.07019 0.071869 0.0737 0.073395 0.07782 0.074921 0.075226 0.088959 0.097656 0.101929 0.097656 0.081177 0.067444 0.040741,0
0.054779 0.075684 0.080414 0.057373 0.05188,0
0.0,0
0.044861 0.067596 0.065918 0.055389 0.060425 0.053558 0.071411 0.075378 0.084534 0.08255 0.087738 0.090485 0.086365 0.088043,0
0.0,0
0.0,0
0.0,0
0.06897 0.090942 0.094299 0.090027 0.077362 0.079193 0.075684 0.082092 0.081482 0.080872 0.076904 0.070801 0.068359 0.063629 0.068359 0.077057 0.0737 0.071564 0.073547 0.074921 0.078735 0.077057 0.073853 0.073547 0.072479 0.079041 0.081024 0.078125 0.07843 0.078278 0.081329 0.07309 0.074768 0.079346 0.071411 0.080566 0.078583 0.076904 0.071259,0
0.060577 0.063934 0.123749 0.388184 0.994568 1.764984 1.952972 1.94458 1.352081 0.210876 -0.972137 -1.755524 -1.846008 -1.751099 -1.237793 -0.567169 -0.145874,1
0.018311 0.068054 0.078735 0.071716 0.069733 0.068359 0.062103 0.072784 0.074615 0.077972 0.075989 0.06958 0.064697 0.058594 0.062866,0
0.022278 0.064545 0.079193 0.078888 0.080109 0.08194 0.081177 0.081482 0.080566 0.088196 0.089722 0.085144 0.08728 0.090332 0.08728 0.08667 0.083923 0.078278 0.072021 0.074615 0.067749 0.068054 0.065765 0.061951 0.071106 0.070038 0.066986 0.062866 0.057373,0
0.04837 0.053864 0.06134 0.066528 0.075989 0.081482 0.09491 0.161438 0.399628 0.932159 1.428986 1.595459 1.577148 0.821686 -0.327911 -1.163788 -1.508942 -1.538696 -1.233215 -0.626678 -0.202026 -0.01709,1
0.040283 0.052795 0.06073 0.062256 0.059204 0.068665 0.067291 0.065002 0.069427 0.064545 0.066986 0.061493 0.064697 0.074921 0.080566 0.073853 0.071411 0.066681 0.063019 0.058289 0.048676 0.049438 0.056152 0.055542 0.061646 0.064087 0.067139 0.063477 0.056305 0.048218 0.052032 0.059204 0.06424 0.065308 0.060425 0.045776 0.03891 0.042725 0.047607 0.057678 0.078735 0.085602 0.09964 0.096741 0.083008 0.050964 0.038605 0.032806 0.029144,0
0.021362 0.036469 0.043488 0.045624 0.039062 0.038605 0.045776 0.061493 0.062866 0.05661 0.055847 0.047455 0.041504 0.027466 0.029602 0.028992 0.04364 0.05188 0.061493 0.070343,0
0.0,0
1e-05 0.005035 0.040894 0.052338 0.06485 0.115204 0.399628 1.170654 2.513885 3.658447 4.012756 3.699188 1.767578 -0.952759 -3.48938 -4.158173 -3.900299 -3.188934 -1.777039 -0.690002 -0.128326,1
0.042419 0.059509 0.04715 0.028229 0.02594 0.055389 0.081787 0.089569 0.095825 0.093384,0
0.014343 0.061951 0.074768 0.076904 0.070953 0.078888 0.077972 0.08194 0.077972 0.080414 0.082397 0.095825 0.108795 0.110168 0.104523 0.106506 0.078278 0.04776 0.035095 0.036316 0.046692 0.07019 0.093689 0.103607 0.099945 0.089111 0.063171 0.052948 0.072479 0.110016 0.131531 0.146179,0
0.111694 0.138245 0.356293 0.767059 1.217804 1.407928 1.191711 0.63385 -0.061646 -0.696564 -1.143951 -1.284485 -1.194458 -0.820618 -0.422516 -0.138855 -0.007172,1
0.04303 0.061646 0.064392 0.06485 0.064545 0.066833 0.070801 0.070343 0.069427 0.073853 0.074615 0.069733 0.068512 0.075989 0.065155 0.057983 0.046692 0.055084 0.057068 0.066528 0.073242 0.070648 0.069733 0.063324 0.052643 0.03952 0.045471 0.043488 0.04776,0
0.019684 0.052948 0.082245 0.088043 0.08316 0.071564,0
0.013123 0.054779 0.077057 0.089111 0.085907 0.079193 0.06897 0.048676 0.045166 0.0383 0.022125 0.024567 0.030975 0.040436 0.046082 0.056305 0.056915 0.059204 0.068665 0.089417 0.106354 0.113983 0.119171 0.099487 0.079041 0.045471 0.013428 -0.009003 -0.009766,0
0.046692 0.058746 0.058899 0.051422 0.05249 0.058899 0.07431 0.101013 0.14389 0.160828 0.176544 0.180206 0.115814 0.012665 -0.042267 -0.045624 -0.048218 -0.033875 0.011902 0.046387 0.053711 0.057983 0.061035 0.060883 0.059662 0.064545 0.059662 0.057373 0.053864 0.051422 0.05127 0.051575 0.063477 0.073242 0.091705 0.108032 0.102234 0.090027 0.0737 0.048828 0.021515 0.013275 0.020294 0.038757 0.055542 0.056915 0.060425 0.06012 0.062256 0.06958 0.064392 0.061188 0.057373 0.057983 0.064545 0.057678 0.05188,0
0.023193 0.044098 0.046539 0.047302 0.048065 0.062103 0.079346 0.090485 0.095215 0.084534 0.06958 0.037689 0.010834 0.003967 0.006104 0.020752 0.028839 0.039673 0.046997 0.049896 0.049591 0.053558 0.047607 0.051575 0.049744 0.045624 0.044098 0.049591 0.052032 0.053101 0.055847 0.059967 0.063477 0.06073 0.055084 0.048218,0
0.0,0
0.025787 0.057526 0.053101 0.045929 0.034943 0.041504 0.043182 0.045776 0.059204 0.093384 0.230713 0.570679 1.086884 1.302338 1.444397 1.264191 0.370178,0
1.268005 0.604706 -0.345001 -1.09314 -1.329956 -1.331482 -1.195068 -0.242615,0
0.0,0
1e-05 0.264282 1.490326 2.013855 1.802673 1.231995 0.377808 -0.568237 -1.171875 -1.805878 -2.054291 -1.901093 -1.227112 -0.501251 -0.106659,1
0.028534 0.053558 0.047455,0
0.039825 0.043182 0.10025 0.275726 0.625916 0.852051 0.883179 0.872955 0.596161 -0.009918 -0.483093 -0.671844 -0.747986 -0.755157 -0.518188 -0.236053 -0.04303,1
0.03479 0.062408 0.067902,0
0.050201 0.063782 0.067596 0.077362 0.082397 0.089417 0.095367 0.101013 0.091553 0.09079 0.079956 0.061493 0.042725 0.030365 0.031128 0.019684 0.024414 0.036774 0.053101 0.058136 0.066986 0.069427 0.067444 0.054932,0
0.037079 0.05249 0.154114 0.396271 0.75882 1.02829 1.084595 0.882874 0.408783 -0.186768 -0.685425 -0.980682 -1.039886 -0.856628 -0.512848 -0.201721 -0.034485,1
0.023193 0.040588 0.047607 0.045013 0.040131 0.038605 0.044556 0.040894 0.041656 0.043945 0.04425 0.043335 0.043335 0.042419 0.045013 0.048676 0.045776 0.042572 0.044861 0.042114 0.041199 0.042114 0.038147 0.039673 0.035095 0.032959 0.038757 0.032196 0.035095 0.034943 0.034943 0.0354 0.023651 0.028076 0.033264 0.03418 0.037384,0
0.0,0
1e-05 0.043793 0.106506 0.200653 0.422668 0.860443 1.201324 1.278076 1.243134 0.625 -0.324097 -1.092834 -1.359253 -1.369019 -1.209869 -0.680389 -0.278015 -0.066833,1
0.006104 0.02121 0.0354 0.046387 0.046234 0.04837 0.049744 0.053101 0.052795 0.051727 0.049438 0.042267 0.038757 0.03418 0.034637 0.028839 0.031586,0
0.029449 0.040894 0.041046 0.059814 0.178223 0.508423 1.139832 1.558838 1.694794 1.665802 0.878754 -0.293732 -1.162872 -1.651764 -1.682281 -1.512756 -0.999146 -0.39032 -0.093994 -1e-05,1
0.0,0
0.0,0
1e-05 0.072021 0.449371 0.844879 1.063843 1.035614 0.666504 0.005646 -0.641937 -1.01944 -1.102753 -0.931091 -0.568085 -0.241089 -0.052032,1
0.02182 0.041656 0.053406 0.053864 0.049896 0.055389 0.063171 0.077209 0.089569 0.103607,0
0.011444 0.060577 0.080261 0.082092 0.078125 0.068054 0.05249 0.040741 0.038605 0.043182 0.062866 0.076752 0.070038 0.061188 0.048065 0.033264 0.024109 0.014954 0.005798 0.007172 0.013275 0.020905 0.02655 0.024109 0.032654 0.03418 0.03479 0.039825 0.037079 0.039825 0.044708 0.039825 0.04303 0.047913 0.045929 0.046387 0.048828 0.048523,0
0.045624 0.046692 0.052795 0.065155 0.100098 0.204315 0.393066 0.584412 0.659637 0.583649 0.359039 0.016937 -0.321808 -0.546112 -0.631561 -0.568542 -0.368042 -0.156097 -0.039978,1
0.008087 0.026093 0.0354 0.0354 0.037842 0.046539 0.043945 0.045776 0.05127 0.051575 0.049744 0.048981 0.036621 0.033417 0.033112 0.032959 0.037079 0.042419 0.04425 0.042877 0.040588 0.04303 0.0383 0.032043 0.029907 0.03418 0.034943 0.03479 0.047455 0.039825 0.035248 0.03418 0.03891 0.03067 0.031738 0.031281 0.027771 0.02655 0.023193 0.026398 0.026245 0.024872 0.028534 0.02655 0.038757 0.039978 0.038757 0.042725 0.041504 0.039215 0.03479 0.033417 0.03418 0.027618 0.022888 0.022278 0.023346 0.018311 0.020294 0.020599 0.024719 0.034332 0.036469 0.046539 0.049896 0.054016 0.044098 0.042267 0.038605 0.038757 0.04364 0.042572 0.057678 0.050201,0
0.045624 0.059052 0.153503 0.3685 0.749664 0.930481 1.026764 1.092682 0.687561 -0.034637 -0.759277 -1.074677 -1.074219 -1.065216 -0.838928 -0.433655 -0.167389 -0.032349,1
0.009003 0.028534 0.030823 0.036163 0.034943 0.030823 0.025177 0.024261 0.03418 0.031128 0.039978 0.036163 0.041504 0.038452 0.039215 0.033112 0.024872 0.023956,0
0.020905 0.032959 0.055389 0.168304 0.398102 0.687561 0.846252 0.746155 0.504456 0.176392 -0.175629 -0.473785 -0.675354 -0.773926 -0.713348 -0.464172 -0.207672 -0.046844,1
0.009613 0.035095 0.044556 0.04364 0.043793 0.046844 0.046234 0.045471 0.046997 0.045624 0.046997 0.049896 0.053864 0.050964 0.055237 0.064545 0.06958 0.066681 0.053864 0.049133 0.02594 0.014343 0.01236 0.013428 0.035248 0.04364 0.042114,0
0.0354 0.036316 0.059357 0.150146 0.378265 0.701599 0.939331 0.970154 0.772858 0.354614 -0.153503 -0.602112 -0.874634 -0.908508 -0.740204 -0.456543 -0.181122 -0.006866,1
