value_sequence,finalLabel
0.0,0
1e-05 0.165405 0.680084 1.366425 1.890717 2.007446 1.538391 0.494232 -0.714417 -1.644592 -2.003021 -1.854706 -1.331482 -0.671082 -0.206909 -0.007477,1
0.049896 0.061493 0.063324 0.067139 0.070038 0.071411 0.074463 0.068207 0.068512 0.069733 0.066223 0.063019 0.06424 0.066528 0.065002 0.069885 0.070038 0.068359 0.080109 0.079193 0.088348 0.079651 0.074463 0.070343 0.070801 0.067902 0.062256 0.065918 0.063782 0.063019 0.063782 0.063324 0.057068 0.063934 0.065918 0.065308 0.068817 0.06958 0.074005 0.076752 0.075684 0.097198 0.145264 0.177612 0.188446 0.176392 0.106812 0.019989 -0.028076 -0.033569 -0.026703 0.001526 0.030975 0.037231 0.024414 0.010376 0.014648 0.022888 0.034943 0.047913 0.056763 0.060577 0.061798 0.060425 0.055084 0.064087 0.059662 0.056 0.063477 0.066833 0.064087 0.068512 0.07019 0.067139 0.06485 0.075073 0.089417 0.142975 0.18219 0.19455 0.165558 0.110626 0.043182 -0.015106 -0.045319 -0.046692 -0.026703,0
0.001221 0.020142 0.043488 0.054626 0.110931 0.300598 0.735168 1.235352 1.441956 1.497803 0.931549 -0.13855 -1.111908 -1.461182 -1.520996 -1.367798 -0.778351 -0.275421 -0.031891,1
0.04364 0.065918 0.079803 0.094147 0.129089 0.174561 0.192871 0.17868 0.136871 0.085144 0.032959 -0.017395 -0.03418 -0.028534,0
0.009918 0.033264 0.04303 0.058899 0.07019 0.079498 0.080566 0.078125,0
0.0,0
0.044403 0.084076 0.102844 0.114746 0.114136 0.100861 0.093689 0.091705 0.092773 0.101624 0.124512 0.121155 0.108185 0.082092 0.065308 0.04425 0.040283 0.041809 0.050201 0.055695 0.065918 0.072174 0.08606 0.096283 0.108185 0.109711 0.093536 0.076752 0.056458 0.045776,0
0.043182 0.054321 0.073242 0.083313 0.139923 0.327454 0.765533 1.288757 1.460114 1.539764 1.057281 0.077209 -0.88501 -1.178436 -1.034241 -0.84137 -0.108032 -1e-05,1
0.0,0
0.0,0
0.050201 0.100098 0.12207 0.128937 0.105896 0.089722 0.06134 0.040131 0.045471,0
0.017548 0.021057 0.028076 0.034485 0.035858 0.039368 0.036774 0.037231 0.035095 0.03479 0.03418 0.039215 0.036621,0
0.011902 0.01358 0.014954 0.018921 0.029602,0
0.029144 0.031586 0.045013 0.120544 0.33844 0.740356 1.109314 1.226349 1.034851 0.536041 -0.107117 -0.728912 -1.14624 -1.188812 -1.092072 -0.627136 -0.282898 -0.089417 -0.010834,1
0.005188 0.018463 0.024872 0.027466 0.033875 0.036469 0.030365 0.027924 0.030365 0.034485 0.036316 0.0354 0.037994 0.045929 0.044556 0.042725 0.043945 0.048218 0.050812 0.050659 0.0383 0.034027 0.028076 0.025177 0.016785 0.015564 0.008545 0.014954 0.022736 0.021515 0.018158 0.025177,0
0.0,0
0.008087 0.013428 0.027008 0.045166 0.046844 0.04364 0.040283 0.029449 0.028076 0.029907 0.037994 0.034485,0
0.033417 0.037231 0.040436 0.120544 0.413971 1.064453 1.86142 2.107239 2.38678 2.419281 1.373444 -0.247803 -1.750793 -2.219849 -2.246552 -2.238922 -1.522064 -0.660706 -0.024414 -1e-05,1
0.0,0
0.067749 0.095825 0.078735 0.041046 0.002899 -0.023499 -0.036774 -0.032043 -0.012054 0.011597 0.03067 0.038452 0.041656 0.044556 0.037537 0.03891 0.035095 0.027313 0.02533 0.020294 0.020142 0.023499 0.034943 0.040283 0.063019 0.086365 0.092621 0.082397 0.055389 0.03067 0.013123 -0.003967 -0.005493 0.009613 0.020905 0.024414 0.016174 0.015106 0.019073 0.027313 0.034332 0.032806 0.041504 0.05127 0.057678 0.060272 0.049591 0.021362 0.000153 -0.006714 -0.011292 0.001373 0.014496 0.019836 0.02121 0.016327 0.018463 0.027771 0.046692 0.061035 0.061646 0.052338 0.036469 0.016785 -0.000763 -0.014496 -0.00824,0
0.02182 0.066528 0.070038 -0.018463 -0.555725 -1.160583 -1.71814 -1.55365 -1.331482 -1.118164 -0.478516 -0.166779 -0.039673 -0.01236 -0.001831 0.014648 0.024414 0.037384 0.045624 0.047607 0.050354 0.047913 0.048065 0.041656 0.043945 0.040894 0.040283 0.04425 0.047607 0.04303 0.047455 0.045471 0.043182 0.044556 0.039673 0.037994 0.040283 0.038605 0.043182 0.045776 0.040283 0.050354 0.057373 0.050354 0.057373 0.039673 0.021515 0.011902 0.009766 0.010529 0.022888 0.027313 0.031738 0.025482 0.028229 0.031891 0.027008 0.021667 0.025482 0.026093 0.031433 0.037231 0.032196 0.040131 0.036926 0.037842 0.03952 0.0354 0.036011 0.035095,0
0.012207 0.022125 0.028839 0.030365 0.038452 0.037384 0.033264 0.044403 0.045166 0.04425 0.04837 0.046997 0.037994 0.040741 0.03891 0.036163 0.040131 0.031738 0.033569 0.02655 0.031433 0.035095 0.034027 0.042267 0.041656 0.04364 0.039978 0.038605 0.032196 0.02243 0.024567 0.022888 0.019379 0.02533,0
0.0,0
0.0,0
0.02533 0.029602 0.032501 0.036621 0.044861 0.041504 0.048523 0.043182 0.045319 0.029449 0.026093 0.021515 0.019379 0.021057 0.020142 0.028534 0.029297 0.042572 0.06073 0.07843 0.085602 0.076447 0.029297 -0.00824 -0.032043 -0.028381 -0.007019,0
0.0,0
1e-05 0.087128 1.101379 2.906647 4.372253 4.947968 4.080505 1.258545 -2.207336 -4.439545 -5.0 -4.514771 -2.888336 -1.298218 -0.368958 -0.034332,1
0.073242 0.106201 0.102997 0.105286 0.093536,0
0.0,0
0.0,0
0.018921 0.041656 0.037994 0.045776 0.044556 0.050201 0.057678 0.054932 0.06012 0.062408 0.073242 0.085144 0.087891 0.082855 0.075989 0.057678 0.038757 0.03067 0.02655 0.015411 0.030212 0.037689 0.0354 0.041962 0.042267 0.042877 0.045471 0.047455 0.045776 0.046692 0.040436 0.040588 0.035553 0.036926 0.040588 0.044403 0.042877,0
0.042419 0.036621 0.032501 0.027008 0.02533 0.025787 0.016479 0.011444 0.00824 0.001678 -0.00351 -0.007019 -0.010071 -0.010376 -0.004425 -0.003815 -0.009918 -0.016937 -0.028992 -0.027771 -0.008545 0.032654 0.062408 0.034637 -0.019684 -0.089569 -0.143738 -0.183411 -0.196686 -0.161896 -0.114899 -0.082092 -0.067749 -0.064545 -0.063477 -0.059204 -0.054474 -0.057526 -0.048676 -0.050354 -0.050812 -0.042725 -0.033569 -0.03891 -0.038147 -0.042572 -0.048218 -0.057678 -0.067749 -0.073853 -0.077515 -0.085602 -0.072784 -0.053864 -0.0383 -0.040741 -0.050201 -0.081787 -0.122986 -0.158386 -0.175781 -0.177307 -0.158386 -0.134583 -0.127258 -0.126953 -0.125732 -0.126038 -0.131531 -0.140381 -0.140533 -0.142059 -0.146332 -0.141449 -0.146484 -0.149536 -0.147552 -0.141296 -0.111542,0
0.0,0
-0.146027 -0.153351 -0.16037 -0.156555 -0.137939 -0.105743 -0.09079 -0.10025 -0.160065 -0.222015 -0.259857 -0.262909 -0.235596 -0.20752 -0.189209 -0.175629 -0.172119 -0.168762 -0.162659 -0.153809 -0.142822 -0.144958 -0.136414 -0.130768 -0.124817 -0.120087 -0.122375 -0.130463 -0.135193 -0.132141 -0.140076 -0.134888 -0.137939 -0.135956 -0.133514 -0.126801 -0.127563 -0.125732 -0.121307 -0.113068 -0.114288 -0.109558 -0.099945 -0.085907 -0.076294 -0.06897 -0.070496 -0.08255 -0.090179 -0.110779 -0.132751 -0.137177 -0.133362 -0.128174 -0.127563 -0.134583 -0.133667 -0.123901 -0.093689 -0.053711 -0.027008 -0.026093 -0.030823,0
0.0,0
0.0,0
1e-05 0.316467 1.506805 2.910919 3.344727 2.727661 1.164551 -0.770874 -2.533722 -3.227844 -3.027344 -1.942291 -0.488586 -1e-05,1
0.0,0
-0.031738 -0.043182 -0.050964 -0.050812 -0.051117 -0.040588 -0.036621 -0.033875 -0.028687 -0.027313 -0.030365 -0.019836 -0.013885 -0.020447 -0.027161 -0.02182 -0.018463,0
-0.02655 -0.021362 -0.016937 -0.016785 -0.016937 -0.020447 -0.026703 -0.025787 -0.019531 -0.017853 -0.01709 -0.020599 -0.03006 -0.032959 -0.029907 -0.029602 -0.032043 -0.027771 -0.018921 -0.020905 -0.027161 -0.024872 -0.028534 -0.019684 -0.0177 -0.020752 -0.022583 -0.028687 -0.028687 -0.020599,0
0.0,0
-0.030212 -0.032349 -0.029907 -0.031586 -0.029144 -0.024261 -0.013123 -0.000458 -0.019836 -0.044403 -0.053253 -0.046082 -0.038757 -0.046692 -0.041046 -0.038147 -0.031128 -0.020447,0
0.0,0
0.003052 0.009918 0.008392 0.00061 0.00061 -0.019379 -0.043793 -0.054626 -0.062714 -0.063171 -0.06134 -0.055847 -0.046387 -0.028687 -0.026245 -0.019531 -0.025482 -0.025787 -0.030212 -0.037994 -0.031433 -0.032959 -0.038757 -0.030823 -0.034485 -0.034485 -0.035553,0
0.010529 0.345001 1.306 2.420654 2.92572 2.541199 0.600891 -1.729279 -2.99469 -3.125763 -2.441406 -1.240692 -0.410309 -0.129547 -0.046387 -0.024872 -0.021362 -0.020752 -0.015106,1
-0.016327 -0.019073 -0.012054 -0.00351,0
0.049896 0.267334 0.793457 1.277618 1.418915 1.424866 0.684814 -0.374756 -1.172791 -1.524811 -1.548004 -1.228943 -0.604553 -0.203094 -0.010223,1
0.061188 0.056763 -0.000763 -0.069122 -0.080414 -0.071259 -0.050964 -0.020599 -0.016327 -0.02182 -0.027313 -0.030212 -0.03479 -0.029449 -0.018005 -0.010834,0
0.007629 0.031891 0.090027 0.537415 2.141266 4.999847 4.999847 4.999847 4.999847 -0.16449 -5.0 -5.0 -5.0 -5.0 -2.984772 -1.233826 -0.259399 -0.046692,1
0.01297 0.026703 0.037994 0.046692 0.057983 0.052032 0.042725 0.03479 0.022736 0.008698 -0.003815 -0.00824 -0.003967 -0.010071 -0.001831 0.010681 0.017242 0.025024 0.030975 0.041962 0.060425 0.066376 0.067902 0.055389 0.024872 -0.013428 -0.028687 -0.0354 -0.022583 0.015564 0.052795 0.072021 0.071716 0.041046 -0.006561 -0.06424 -0.083466 -0.06134 -0.023651 0.004578 0.025635 0.077057 0.128479 0.144653 0.111389 0.025177 -0.052338 -0.083771 -0.072327 -0.027008 0.010071 0.026703 0.021057 -0.015411 -0.064087 -0.066376 -0.015717,0
0.0,0
0.021362 0.024261 0.030518 0.0383 0.04715 0.029602 0.014954 -0.012512 -0.03067 -0.036621 -0.033569 -0.023804 -0.012817 -0.006256 -0.00061 -0.000916 0.001373 0.000916 -0.000763 -0.005188 -0.001526 -0.005798 -0.010376 -0.010986 -0.006866 -0.009003 -0.003662 0.00351 0.009003 0.014648 0.027161 0.033264 0.025787 0.013733 0.016022 0.003662 -0.000916 -0.004883 -0.008545 -0.019684 -0.018768 -0.027313 -0.026703 -0.025024 -0.020752 -0.006256 -0.000763 0.01297 0.014648 0.011902 0.006256 0.015411,0
0.004425 0.005341 0.008087 0.007019 0.000458 -0.014954 -0.016022 -0.015869 -0.014343 -0.004578 0.00351 0.011444 0.013885 -0.001221 -0.033112 -0.052643 -0.046082 -0.044861 -0.029297 -0.00885 0.000763 0.006256 0.001526 -0.007629 -0.01358 -0.017548 -0.019531 -0.025024 -0.023193 -0.022125 -0.018921 -0.015869 -0.010529 -0.01709 -0.020599 -0.022583 -0.019836 -0.007019 0.019226 0.024109 0.032349 0.014343 -0.017853 -0.053253 -0.067596 -0.029449,0
-0.444183 -0.638733 -0.624695 -0.518341 -0.327911 -0.160217 -0.06134 -0.011902 -0.003357 0.000153 -0.001221 -0.006104 -0.007019 0.001373 0.004883 0.009613 0.010529 0.00351 -0.001678 -0.014496 -0.019684 -0.025024 -0.027161 -0.010376,0
0.083466 0.344391 0.829773 1.059875 1.014404 0.829468 0.303802 -0.33905 -0.748291 -0.978851 -1.114044 -0.885925 -0.31662 -1e-05,1
0.0,0
0.015717 0.041809 0.054932 0.048981 0.042877 0.011749 -0.011292 -0.030212 -0.036621 -0.029297 -0.009766 0.004272 0.004425 0.001526 -0.004425 -0.011292 -0.016022 -0.019073 -0.028076 -0.025482 -0.02182 -0.020752 -0.014191 -0.016022 -0.016022 -0.014648 -0.003204 0.000153 -0.000763 0.003052 -0.001984 -0.002899 -0.003204 -0.002136 -0.002289 -0.011749 -0.007782 -0.009613 -0.004883 -0.010376 -0.013123 -0.015411 -0.012207 -0.012512 -0.016785 -0.010834 -0.007019 -0.002441 -0.002136 0.004272 -0.000763 -0.006409 -0.016479 -0.023193 -0.026855 -0.019989 -0.020447 -0.015564 -0.012207 -0.00412 -0.003052 -0.008698 -0.011597 -0.006409,0
0.04837 0.229797 0.612793 1.045074 1.262512 1.185455 0.752258 0.107422 -0.556335 -1.080627 -1.324158 -1.215057 -0.862122 -0.476379 -0.220795 -0.091553 -0.028992 -0.00885 -0.008087 -0.001526,1
0.003357 -0.001373 0.005798 0.003815 0.009155 0.002289 -0.010376 -0.017395 -0.0177 -0.021515 -0.016327 -0.019226,0
0.0,0
0.0,0
0.0,0
1e-05 1.946106 3.788147 4.310913 4.296112 2.635498 -0.149078 -3.247223 -4.845428 -5.0 -4.908142 -3.411713 -1.685333 -0.578613 -0.1297 -1e-05,1
0.0,0
1e-05 0.005798 0.040741 0.044556 0.045013 0.049591 0.071869 0.213165 0.540009 1.078949 1.368713 1.390839 1.241913 0.644379 -0.097351 -0.82901 -1.197205 -1.367645 -1.259003 -0.901184 -0.434723 -0.128784 -0.000916,1
0.041656 0.050507 0.053101 0.047455 0.039062 0.034485 0.02594 0.033569 0.034332 0.037689 0.046844 0.059052 0.056458 0.050354 0.046234 0.034332,0
0.018158 0.028534 0.024414 0.024261,0
0.0,0
0.0,0
-0.003204,0
0.001984 0.002594 0.070343 0.2771 0.765533 1.3591 1.558228 1.637726 1.166077 0.127106 -0.93689 -1.621094 -1.701813 -1.661682 -1.20575 -0.522003 -0.171814 -0.028992,1
0.013428 0.021057 0.030365 0.036316 0.031738 0.028229 0.035095 0.029449 0.029907 0.018005 0.012054 0.011292 0.011292 0.013885 0.02243 0.021515 0.020599 0.015717 0.007782 0.004883 0.004425 0.014496 0.024872 0.049133 0.091553 0.10025 0.102997 0.095367 0.064087 0.006561 -0.027313 -0.063019 -0.084076 -0.078735 -0.061798 -0.052338 -0.036621 -0.014038 0.015564 0.043488 0.050049 0.054321 0.027618 0.001678 -0.030823 -0.044098 -0.012817,0
-0.005493 -0.000458,0
-4.121552,0
0.368195 0.371704 0.276642 0.101471 -0.102692 -0.26535 -0.357361 -0.376129 -0.291901 -0.157318 -0.050201 -0.007324 -0.004883 -0.011292 -0.026245 -0.038757 -0.053101 -0.076141 -0.075836,0
0.001373 0.265503 0.666656 0.852051 0.900574 0.699463 0.032501 -0.594635 -0.853729 -0.898743 -0.746155 -0.278625 -1e-05,1
0.0,0
0.0,0
0.0,0
0.001068 0.005493 0.010834 0.0 0.004883 -0.001526 0.000916 0.00061 0.003662 0.004272 -0.001678 -0.006561 -0.013275 -0.00946 -0.004578,0
0.076599 0.297852 0.675507 0.88028 0.990601 0.848389 0.253601 -0.467529 -0.91095 -0.996399 -0.972748 -0.706329 -0.357819 -0.136719 -0.039368,1
0.00061 0.023193 0.028687 0.029297 0.018311 0.014954 -0.002594 -0.016632 -0.030365 -0.046539 -0.037689,0
-0.008087 -0.006409 -0.008087 0.002747 0.004425 -0.000153 0.003052 0.008392 0.014191 0.017548 0.007477 -0.015869 -0.031891 -0.028534 -0.01709 -0.009308,0
0.016785 0.081787 0.255432 0.559998 0.82962 0.904999 0.730286 0.2948 -0.213318 -0.669556 -0.931702 -0.956573 -0.765839 -0.459747 -0.204773 -0.071564 -0.026093 -0.013428 -0.002136,1
-0.002899 -0.002289 -0.002594 -0.002441 -0.007629 -0.003662 -0.009918 -0.008087 -0.007935 -0.007019 -0.000458,0
0.006561 0.016022 0.014038 0.012054 0.003967 -0.005341 -0.013733 -0.028076 -0.0383 -0.015259,0
0.0,0
1e-05 0.05722 0.639954 1.252441 1.405334 1.395569 0.994873 0.165558 -0.68573 -1.316528 -1.515503 -1.46759 -1.200256 -0.569916 -0.210724 -0.054626 -0.025024,1
-0.027313 -0.021667 -0.019989 -0.00946 0.007172 0.02243 0.028534 0.027466 0.021362 -0.00351 -0.027771 -0.042114 -0.043182 -0.040131 -0.030365 -0.023346 -0.019379 -0.008698 -0.012207 -0.00824 -0.006866 -0.006866,0
0.010986 0.07019 0.237732 0.561218 0.862579 0.962067 0.765381 0.304565 -0.22583 -0.684814 -0.920105 -0.906677 -0.674744 -0.27298 -1e-05,1
0.0,0
0.0,0
-0.444794 -0.618591 -0.765533 -0.747681 -0.501556 -0.235291 -0.067139 -0.00946 0.016022 0.016174 0.007935 -0.012207 -0.021973 -0.023651,0
0.007935 0.147858 0.470276 0.924072 1.096344 1.221771 1.100159 0.397949 -0.488739 -1.054687 -1.160583 -1.170349 -1.026306 -0.579681 -0.263367 -0.099945 -0.014648,1
0.037231 0.071259 0.084534 0.083008 0.063934 0.015869,0
0.003662 0.015106 0.038452 0.064392 0.083008 0.072174 0.05188 0.050812 0.057068 0.054626 0.03006 -0.015106 -0.063324 -0.108032 -0.122681 -0.098419 -0.048981 0.003357 0.041962 0.062256 0.058441 0.028839 -0.012817 -0.049591 -0.063782 -0.064392 -0.051575 -0.030975 -0.016479 -0.005493 0.003662 0.009766 0.004425 -0.001221 -0.006104 -0.01358 -0.015564 -0.019226 -0.016479 -0.012817 -0.00351 -0.009003 -0.011139 -0.010223 -0.012665 -0.015869 -0.012817 -0.010529 -0.007935 -0.007172 -0.01236 0.006256 0.004425 0.008698 0.001984 -0.013428 -0.029755 -0.03418 -0.035706 -0.032196 -0.023804 -0.01709 -0.012054 -0.00946 -0.00473 0.002441 0.009766 0.020905 0.024414 0.028992 0.028992 0.005646 -0.02243 -0.049896 -0.055542 -0.048523 -0.044861 -0.021362 -0.003204 0.007019 0.014038 0.001068 -0.011749 -0.031738 -0.039062 -0.044403 -0.045776 -0.039825 -0.028534 -0.020142 -0.01709 -0.008545 -0.004578 -0.001678 0.002899 0.002899 -0.005493 -0.007172 -0.004578,0
0.028534 0.210419 0.639496 1.448364 1.904144 1.944427 1.873322 1.074066 -0.0354 -1.101379 -1.986694 -2.084808 -2.061157 -1.583099 -0.895538 -0.364685 -0.102539 -0.003204,1
0.025177 0.015564 -0.009766 -0.037384 -0.051727 -0.050964 -0.038757 -0.017242 -0.002594 0.00473 0.007019 0.007019 0.006866 -0.001221 0.005035 0.003967 -0.002136 -0.009003 -0.012665 -0.02243 -0.023804 -0.018616,0
-0.011597 -0.010834 -0.013275 -0.01358 -0.013275 -0.011444 -0.00824 -0.00351,0
0.0,0
-1.470795 -1.212463,0
0.006256 0.052948 0.085144 0.093689 0.084839 0.072632 0.076599 0.083008 0.094604 0.096436 0.094452 0.08728 0.078278 0.088348 0.10849 0.130768 0.135345 0.111084 0.070801 0.026398 0.011749 0.008392 0.026855 0.044861 0.059509 0.069885 0.076447 0.083008 0.085144 0.075989,0
0.0,0
1e-05 0.005341 0.032501 0.055695 0.070496 0.07431 0.074921 0.169678 0.467224 1.045837 1.432648 1.722107 1.99707 1.842804 1.076202 0.414276 -0.078125 -1.075287 -1.944275 -2.115326 -1.818085 -1.515198 -0.896149 -0.120392 -1e-05,1
0.0,0
0.026855 0.058594 0.063477 0.072174 0.08194 0.086517 0.079803 0.077209 0.073853 0.070496 0.066681 0.070343 0.076447 0.078735 0.08667 0.090942 0.090485 0.094147 0.09079,0
-0.00473 -0.028229 -0.028229 -0.019379 0.026398 0.06012 0.069733 0.080872 0.078278 0.088654 0.079651 0.08255 0.081329 0.084991 0.083923 0.082092 0.087891 0.082703 0.083466 0.085602 0.09079 0.092621 0.089264 0.087128 0.080414,0
0.0,0
1e-05 0.045929 0.066071 0.085144 0.128174 0.349884 0.942383 1.654205 1.932526 1.702423 0.808258 -0.403595 -1.15921 -1.538086 -1.416016 -1.096497 -0.413818 -0.098572,1
0.017395 0.051727 0.05661 0.048981 0.053101 0.05127 0.06012 0.073547 0.084686 0.087891 0.090332 0.08667 0.072937 0.067139 0.061188 0.057678 0.052185 0.03479 0.029602 0.027466 0.019531 0.029297 0.04715 0.055847 0.059204 0.051727 0.055237 0.054932 0.063477 0.060883 0.066528 0.066986 0.072021 0.070953 0.075836 0.077972 0.074615 0.06012 0.058899,0
0.054321 0.057983 0.064697 0.121002 0.303497 0.762939 1.516113 2.867737 4.464722 4.69986 3.505859 1.013031 -1.80069 -4.248047 -5.0 -4.40918 -2.897797 -1.367798 -0.416718 -0.058441,1
0.043182 0.078735 0.103607 0.116425 0.115051 0.095215 0.072327 0.060883 0.056458 0.049438 0.059509 0.071259 0.078735 0.079956 0.080719 0.080566 0.093536 0.116425 0.13092 0.149536 0.150146 0.125122 0.096741 0.069733 0.049133 0.03479 0.027008 0.024872 0.02243 0.036774 0.057831 0.076294 0.079498 0.079651 0.084076 0.082397,0
0.031281 0.09613 0.118408 0.114136 0.085449 0.049286 0.042877 0.034332 0.038757 0.067291 0.080719 0.081482 0.079498 0.073547 0.064697 0.067596 0.074768,0
0.048828 0.063477 0.061188 0.059052 0.070801 0.071411 0.067444 0.076904 0.070953 0.074615 0.07309,0
0.015717 0.059967 0.075531,0
0.072174 0.075073 0.086365 0.090637 0.09552 0.182953 0.614471 1.678314 3.0896 3.677673 3.63327 2.515717 0.546722 -1.529388 -3.078156 -3.42392 -3.169403 -2.171478 -1.233368 -0.581207 -0.341034 -0.196686 -0.059052,1
0.031586 0.067139 0.072479 0.079346 0.083618 0.081329 0.081787 0.082855 0.09552 0.093079 0.085754 0.081482 0.074615 0.067902 0.065765 0.075226 0.098419 0.114288 0.118713 0.103302 0.079041 0.056915 0.040436 0.034332 0.05127 0.087738 0.12085 0.131683 0.120239 0.106812 0.109863 0.123444 0.132141 0.129089 0.097809 0.057068 0.024414 -0.010376 -0.008392,0
0.042877 0.064697 0.07843 0.083008 0.109711 0.119324 0.109711 0.102844 0.082855 0.064087 0.048065 0.031128,0
0.023193 0.076904 0.385895 1.231689 2.585449 3.543549 3.654327 2.76947 0.759583 -1.31485 -3.154907 -3.620758 -3.272552 -2.201538 -1.214752 -0.305939 -0.03006 -1e-05,1
0.0,0
0.0,0
0.0,0
0.0,0
1e-05 0.137787 0.439911 1.333466 3.343964 4.999847 4.999847 4.999847 4.225159 -0.185394 -4.602966 -5.0 -5.0 -5.0 -3.717651 -1.557007 -0.412445 -0.012207,1
0.102692 0.127411 0.135345 0.144501 0.138092 0.138855 0.138855 0.131073 0.117798 0.111389 0.114746 0.115509 0.128326 0.137329 0.135803 0.121613 0.119934 0.117187 0.118713,0
0.102692 0.105133 0.097351 0.089569 0.085144 0.09079 0.084839 0.089874 0.08255 0.085602 0.097046 0.097198 0.107422 0.112762 0.110474 0.111694 0.110168 0.114136 0.121307 0.14679 0.144653 0.136261 0.125885,0
0.027618 0.032196 0.034485 0.038605 0.050201 0.068665 0.074615 0.075989 0.072937 0.071564,0
0.068359 0.07019 0.070496 0.072937 0.078278 0.09552 0.098114 0.09964 0.105591 0.128326 0.260925 0.635223 1.32843 1.71936 1.750183 1.562347 0.734253 -0.324097 -1.158752 -1.69342 -1.663818 -1.448364 -0.801086 -0.058594 -1e-05,1
0.0,0
0.040436 0.072479 0.078583 0.078278 0.075073 0.06897 0.06897 0.06485 0.070648 0.074463 0.072937 0.075378,0
0.071411 0.078735 0.084534 0.125427 0.259705 0.531006 0.897064 1.248169 1.480865 1.389008 0.98114 0.281677 -0.517273 -1.095734 -1.340942 -1.224365 -0.920868 -0.632935 -0.448151 -0.315704 -0.175934 -0.030518,1
0.052643 0.071106 0.047913 0.029144 0.025787 0.02533 0.04776 0.07431 0.093079 0.10849 0.122833 0.126801 0.129395 0.122681 0.101929 0.100708 0.110626 0.126343 0.13092 0.121918 0.079193 0.037079 0.001068 -0.009766 -0.000763,0
0.014038 0.049591 0.176697 0.536652 1.19339 1.729736 1.70166 1.249695 0.533295 -0.319214 -1.022949 -1.543121 -1.704712 -1.3414 -0.690765 -0.195312,1
0.005188 0.066223 0.066528 0.062408 0.058136 0.053558 0.058594 0.075836 0.090027 0.097809 0.099182 0.091248 0.079346 0.062561 0.052795 0.049744 0.050354 0.050201 0.051422 0.06134 0.056152 0.05188 0.060577 0.061951 0.062561 0.06073 0.06134 0.06958 0.068665 0.070343 0.067902,0
0.034637 0.060272 0.065918 0.065002 0.066071 0.072937 0.075684 0.072479 0.080566 0.072327 0.066833 0.059204 0.055847 0.045166 0.042114 0.039978 0.055389,0
0.054016 0.054779 0.059357 0.101166 0.275726 0.644684 1.089478 1.236267 1.341248 1.013336 0.180054 -0.732117 -1.171722 -1.189575 -1.229401 -0.859222 -0.387421 -0.095215,1
0.012512 0.059052 0.074615 0.078278 0.081482 0.074921 0.076599 0.074921 0.072479,0
0.068665 0.071716 0.115051 0.332031 0.849152 1.273346 1.316528 1.098022 0.417633 -0.493927 -1.080475 -1.416931 -1.530609 -1.20636 -0.515442 -0.118561 -1e-05,1
0.0,0
0.0,0
0.0,0
0.040894 0.077057 0.089264 0.101929 0.110931 0.106354 0.090485 0.066833 0.045166,0
0.037384 0.04364 0.065155 0.080261 0.084991 0.096741 0.101776 0.114594 0.132599 0.199585 0.356903 0.609436 0.906982 1.300812 1.629791 1.52771 1.286163 0.71701 -0.16449 -0.98587 -1.671753 -1.716919 -1.521454 -1.220398 -0.6633 -0.249329 -0.027313 -1e-05,1
0.0,0
0.001068 0.039215 0.060272 0.066376 0.068359 0.067291 0.068665 0.076294 0.071564 0.075684 0.081177 0.084686 0.082703 0.082397 0.080566 0.080109 0.072174 0.072784 0.077362 0.076904 0.074768 0.077057 0.080109 0.089722 0.09201 0.095215 0.09079 0.077972 0.065765 0.053253 0.047607 0.050201 0.053101 0.065155 0.063477 0.065002 0.068207 0.064392 0.064392 0.061188 0.064545,0
0.0,0
0.008545 0.057831 0.065918 0.071716 0.075378,0
0.074768 0.132599 0.368195 0.892944 1.560211 2.104645 2.87323 2.92038 2.221985 0.997314 -0.209503 -1.282043 -2.610931 -2.906647 -2.738647 -2.10556 -1.411438 -0.765228 -0.25238 -1e-05,1
0.0,0
0.088501 0.174866 0.167236 0.109558 0.035858 -0.019836 -0.074005 -0.062866 -0.006714 0.045624 0.071869 0.069275 0.067139 0.057373,0
0.05249 0.090942 0.322723 0.931091 1.962585 2.546387 2.730713 2.070007 0.304871 -1.406403 -2.28241 -2.34314 -1.919403 -1.209869 -0.439148 -0.139618 -0.022125 -1e-05,1
0.0,0
0.035553 0.071411 0.079193 0.079651,0
0.0,0
0.095825 0.272064 0.170441,0
0.398254 0.330048 0.049744 -0.430908 -0.932007 -1.183167 -1.191101 -0.886688 -0.464783 -0.172119 -0.032959 0.017242 0.043182 0.056915 0.059814 0.066986 0.077667 0.083618 0.076904 0.072632 0.063629 0.063019 0.065002 0.066528 0.076294 0.076447 0.063782 0.052338 0.037994 0.036316 0.038147 0.04303 0.036621 0.042725 0.04303 0.048218 0.049286 0.054016 0.061493 0.058899,0
0.0,0
1e-05 0.109711 0.906525 1.307678 1.217651 0.579987 -0.258026 -1.011658 -1.398773 -1.388397 -1.196442 -0.502625 -0.132599,1
